001,4.324140,0.959031,4.54685,0.91848,
002,0.000000,0.000000,0.00000,0.00000,
003,0.000000,0.000000,0.00000,0.00000,
004,0.000000,0.000000,0.00000,0.00000,
005,0.000000,0.000000,0.00000,0.00000,
006,0.000000,0.000000,0.00000,0.00000,
001,3.553110,0.878196,3.24483,0.80636,
002,2.866362,0.745817,2.31523,0.59000,
003,2.224109,0.584682,2.10373,0.53727,
004,1.983221,0.529219,1.98257,0.51303,
005,1.857891,0.499277,2.07053,0.52970,
006,1.769835,0.477301,1.79145,0.47818,
007,1.712254,0.462406,1.76454,0.45727,
008,1.670166,0.452205,1.79302,0.47455,
009,1.648913,0.446902,1.69134,0.44394,
010,1.615392,0.435895,1.70660,0.44091,
011,1.592804,0.432324,1.80781,0.46788,
012,1.575839,0.427192,1.79700,0.45727,
013,0.973064,0.269717,1.19748,0.31000,
014,0.732536,0.206757,1.25278,0.31091,
015,0.563031,0.158894,1.34394,0.32152,
016,0.342150,0.089356,1.28411,0.30273,
017,0.269207,0.066013,1.30631,0.30970,
018,0.223777,0.052459,1.34523,0.30424,
019,0.193432,0.042253,1.34761,0.31030,
020,0.188846,0.040646,1.34430,0.30818,
