001,4.077095,0.936769,4.15911,0.84939,
002,3.131442,0.788938,2.82323,0.70848,
003,2.577034,0.668777,2.42111,0.62455,
004,2.254292,0.597155,2.15450,0.57879,
005,2.048721,0.550228,2.02186,0.53879,
006,1.914131,0.516840,2.01251,0.53152,
007,1.820754,0.494380,1.82657,0.48576,
008,1.749800,0.476121,1.74768,0.46879,
009,1.695852,0.463549,1.86903,0.49030,
010,1.649804,0.451383,1.70033,0.45000,
011,1.612939,0.442171,1.65631,0.43939,
012,1.577597,0.434383,1.60047,0.43152,
013,1.549359,0.427322,1.68660,0.43697,
014,1.522441,0.418858,1.76069,0.47030,
015,1.022843,0.287030,1.20371,0.31909,
016,0.854948,0.243878,1.19014,0.30970,
017,0.736777,0.211072,1.19539,0.31030,
018,0.628810,0.180845,1.23380,0.31667,
019,0.450004,0.122480,1.20360,0.30121,
020,0.393516,0.104002,1.21385,0.30303,
021,0.358485,0.093511,1.23646,0.30152,
022,0.322228,0.081126,1.23086,0.30242,
023,0.318407,0.078776,1.24025,0.30394,
