001,0.704069,0.363636,2.72231,1.00000,
001,0.506966,0.272727,0.11349,1.00000,
002,0.493580,0.227273,0.18555,0.90909,
003,0.573223,0.136364,0.29446,0.68182,
004,0.574666,0.272727,0.49710,0.54545,
005,0.545679,0.227273,0.53474,0.40909,
001,0.554726,0.363636,0.09055,1.00000,
002,0.606830,0.136364,0.51450,0.61364,
003,0.562575,0.204545,0.54348,0.38636,
001,0.484626,0.181818,0.24528,1.00000,
002,0.558525,0.250000,0.60561,0.45455,
003,0.572316,0.227273,0.56175,0.38636,
001,0.023806,0.985526,0.01305,0.99091,
002,0.022637,0.990766,0.02597,0.99333,
003,0.018390,0.990891,0.01848,0.99061,
004,0.016948,0.990392,0.02083,0.99121,
001,0.450051,0.173129,0.50700,0.35667,
002,0.432508,0.166214,0.49882,0.35303,
003,0.431479,0.166360,0.50466,0.35333,
004,0.432000,0.166661,0.47684,0.34636,
