001,3.486901,0.693548,3.01922,0.50758,
001,2.628705,0.465806,2.45176,0.33273,
002,2.597769,0.460087,2.37064,0.33091,
003,2.598628,0.461927,2.75238,0.34545,
004,2.625013,0.464392,2.42281,0.32970,
005,2.594079,0.460991,2.27100,0.33424,
006,2.622856,0.464922,2.70422,0.36061,
007,1.020969,0.258217,1.55278,0.28030,
008,0.951302,0.250315,1.39307,0.27818,
009,0.940219,0.244824,1.32124,0.27091,
010,0.957439,0.246644,1.27449,0.27455,
011,0.973868,0.247361,1.29722,0.28242,
012,0.892989,0.217488,1.21284,0.27061,
013,0.888597,0.217529,1.22970,0.27394,
014,0.887691,0.214815,1.22430,0.27333,
015,0.890376,0.215564,1.21400,0.26636,
016,0.886157,0.213349,1.21762,0.27061,
017,0.890281,0.214950,1.21271,0.27333,
018,0.881404,0.211717,1.21664,0.26909,
019,0.876590,0.211561,1.20688,0.27242,
001,2.785056,0.493860,2.55783,0.35545,
002,2.784378,0.478512,2.65367,0.36061,
003,2.790997,0.479750,2.85960,0.38576,
004,0.787525,0.216115,1.48115,0.28394,
005,0.786922,0.216157,1.35408,0.27152,
006,0.800313,0.215481,1.32646,0.28333,
007,0.824084,0.219079,1.26837,0.28242,
008,0.735567,0.184037,1.19914,0.27273,
009,0.729702,0.180408,1.18865,0.26818,
010,0.735519,0.182633,1.19098,0.27303,
011,0.725074,0.178588,1.21009,0.27182,
012,0.730907,0.180949,1.18683,0.26697,
013,0.729300,0.181479,1.21177,0.27152,
014,0.728277,0.179514,1.18715,0.27000,
015,0.730946,0.180439,1.19313,0.26939,
016,0.729223,0.181624,1.21800,0.27727,
001,2.927352,0.565160,2.54596,0.39576,
002,2.830584,0.532687,2.58300,0.40576,
003,2.814479,0.530877,2.50088,0.40667,
004,0.795706,0.211831,1.24416,0.28394,
005,0.826065,0.212725,1.22070,0.28333,
006,0.867886,0.216042,1.17031,0.27970,
007,0.903988,0.219484,1.13516,0.27879,
008,0.939271,0.222437,1.12265,0.28061,
009,0.956495,0.223009,1.15831,0.28091,
010,0.858498,0.178047,1.09931,0.27182,
