001,3.999748,0.913976,3.68413,0.86091,
002,3.422195,0.822161,3.14055,0.77394,
003,3.023162,0.750018,2.74469,0.69606,
004,2.699176,0.685134,2.49373,0.64909,
005,2.461214,0.635368,2.29141,0.59030,
006,2.285113,0.596406,2.24980,0.58242,
007,2.154564,0.567458,2.03997,0.53909,
008,2.058839,0.542294,2.07144,0.52515,
009,1.976684,0.523827,1.93882,0.51455,
010,1.919151,0.511121,1.85231,0.48727,
011,1.860662,0.496761,1.90355,0.48242,
012,1.826114,0.488432,1.86194,0.49091,
013,1.792988,0.480353,1.92220,0.50273,
014,1.384312,0.371297,1.34078,0.35879,
015,1.288231,0.347433,1.31579,0.35303,
016,1.238659,0.335028,1.28016,0.33667,
017,1.205576,0.325784,1.26550,0.33212,
018,1.177141,0.319608,1.27894,0.33364,
019,1.149363,0.312568,1.23414,0.32545,
020,1.136099,0.310717,1.24800,0.33242,
021,1.115897,0.304281,1.23362,0.32576,
022,0.992986,0.268948,1.18034,0.30697,
023,0.956686,0.260162,1.16446,0.30545,
024,0.945170,0.255295,1.16200,0.30182,
001,0.931437,0.252665,1.16449,0.30091,
002,0.923068,0.249878,1.16835,0.30455,
003,0.916736,0.248640,1.16101,0.30000,
004,0.905341,0.247154,1.16559,0.30515,
005,0.897521,0.243202,1.16656,0.30182,
001,0.894540,0.240998,1.15488,0.29818,
002,0.889419,0.240811,1.16250,0.30212,
003,0.889846,0.240072,1.16094,0.30212,
004,0.884389,0.237774,1.15634,0.29788,
005,0.884939,0.237972,1.15533,0.29818,
006,0.884861,0.238825,1.15493,0.30030,
007,0.886764,0.239345,1.15712,0.30152,
008,0.884914,0.239532,1.15995,0.30303,
